PolicyNumber,CustomerID,Gender,Age,PolicyType,PolicyStartDate,PolicyEndDate,PremiumAmount,CoverageAmount,ClaimNumber,ClaimDate,ClaimAmount,ClaimStatus
P254,C254,Male,52,Health,05-08-2023,05-08-2024,216.54,89706.31,C254,26-02-2024,871.44,Settled
P255,C255,Female,18,Travel,14-11-2023,14-11-2024,373.2,18994.29,C255,19-11-2023,5455.93,Settled
P256,C256,Male,33,Travel,12-12-2023,12-12-2024,420.56,82935.19,C256,29-06-2024,3072.66,Pending
P257,C257,Female,70,Home,30-07-2023,30-07-2024,121.59,41186.96,C257,NULL,0,Rejected
P258,C258,Male,47,Travel,14-10-2023,14-10-2024,299.33,67691.68,C258,11-02-2024,4459.37,Settled
P259,C259,Female,52,Health,09-11-2023,09-11-2024,759.15,25429.26,C259,NULL,0,Rejected
P260,C260,Male,35,Auto,15-06-2024,15-06-2025,594.08,82047.66,C260,NULL,0,Rejected
P261,C261,Female,25,Home,06-09-2023,06-09-2024,662.61,44631.55,C261,23-07-2024,2740.54,Pending
P262,C262,Male,22,Health,23-02-2024,23-02-2025,410.82,73484.76,C262,09-09-2024,2834.98,Settled
P263,C263,Female,19,Auto,18-10-2023,18-10-2024,169.13,51104.05,C263,28-10-2023,3522.09,Pending
P264,C264,Male,30,Travel,26-03-2024,26-03-2025,435.82,47889.26,C264,NULL,0,Rejected
P265,C265,Female,23,Travel,25-01-2024,25-01-2025,749.88,61064.39,C265,NULL,0,Rejected
P266,C266,Male,40,Health,03-06-2024,03-06-2025,464.28,22620.87,C266,27-12-2024,4763.59,Pending
P267,C267,Female,44,Life,03-01-2024,03-01-2025,103.25,100153.97,C267,NULL,0,Rejected
P268,C268,Male,82,Life,19-12-2023,19-12-2024,873.31,97775.65,C268,NULL,0,Rejected
P269,C269,Female,26,Home,09-04-2024,09-04-2025,586.24,72000.05,C269,07-09-2024,4152.61,Settled
P270,C270,Male,63,Home,23-09-2023,23-09-2024,561.43,85751.65,C270,30-06-2024,2621.5,Pending
P271,C271,Female,44,Travel,27-03-2024,27-03-2025,1074.85,86512.8,C271,NULL,0,Rejected
P272,C272,Male,44,Home,11-01-2024,11-01-2025,927.23,95645.34,C272,NULL,0,Rejected
P273,C273,Female,37,Travel,04-03-2024,04-03-2025,524.92,70838.55,C273,NULL,0,Rejected
P274,C274,Male,42,Travel,13-11-2023,13-11-2024,586.13,43949.15,C274,NULL,0,Rejected
P275,C275,Female,55,Travel,19-07-2023,19-07-2024,956.27,26954.79,C275,22-04-2024,3155.78,Pending
P276,C276,Male,44,Health,24-03-2024,24-03-2025,545.26,85777.36,C276,17-07-2024,2700.14,Settled
P277,C277,Female,20,Travel,25-06-2024,25-06-2025,475.3,45104.99,C277,NULL,0,Rejected
P278,C278,Male,81,Travel,13-08-2023,13-08-2024,484.96,41632.32,C278,02-01-2024,552.1,Settled
P279,C279,Female,39,Home,28-08-2023,28-08-2024,162.62,43916.79,C279,26-09-2023,2480.6,Settled
P280,C280,Male,77,Travel,25-12-2023,25-12-2024,122.99,85714.36,C280,19-02-2024,2623.93,Settled
P281,C281,Female,82,Auto,25-03-2024,25-03-2025,493.53,13785.16,C281,16-02-2025,4975.75,Pending
P282,C282,Male,46,Life,16-02-2024,16-02-2025,468.31,22133.35,C282,NULL,0,Rejected
P283,C283,Female,82,Travel,07-07-2024,07-07-2025,793.78,80368.99,C283,NULL,0,Rejected
P284,C284,Male,46,Travel,23-05-2024,23-05-2025,122.35,15879.65,C284,20-08-2024,2300.42,Pending
P285,C285,Female,24,Travel,28-09-2023,28-09-2024,672.99,39266.23,C285,06-05-2024,1099.15,Settled
P286,C286,Male,34,Travel,07-12-2023,07-12-2024,325.57,43200.61,C286,15-08-2024,572.27,Pending
P287,C287,Female,33,Life,06-04-2024,06-04-2025,703.2,71531.98,C287,04-08-2024,651.82,Pending
P288,C288,Male,48,Travel,14-11-2023,14-11-2024,428.52,43034.56,C288,27-09-2024,3190.96,Settled
P289,C289,Female,27,Travel,11-07-2024,11-07-2025,165.69,14854,C289,12-08-2024,797.3,Pending
P290,C290,Male,70,Travel,30-06-2024,30-06-2025,1015.08,80501.4,C290,17-07-2024,520.05,Settled
P291,C291,Female,62,Home,31-01-2024,31-01-2025,348.11,54092.92,C291,NULL,0,Rejected
P292,C292,Male,27,Life,06-02-2024,06-02-2025,535.47,57972.19,C292,NULL,0,Rejected
P293,C293,Female,55,Health,01-12-2023,01-12-2024,507.89,10514.25,C293,NULL,0,Rejected
P294,C294,Male,62,Health,11-05-2024,11-05-2025,548.87,43493.39,C294,31-10-2024,790.39,Settled
P295,C295,Female,72,Travel,12-08-2023,12-08-2024,385.1,97262.87,C295,NULL,0,Rejected
P296,C296,Male,43,Travel,11-09-2023,11-09-2024,1093.73,38089.65,C296,06-08-2024,4373.76,Settled
P297,C297,Female,40,Home,28-02-2024,28-02-2025,709.67,29240.13,C297,NULL,0,Rejected
P298,C298,Male,22,Home,08-02-2024,08-02-2025,727.21,35191.54,C298,NULL,0,Rejected
P299,C299,Female,18,Travel,30-07-2023,30-07-2024,841.9,39520.04,C299,26-05-2024,4373.23,Pending
P300,C300,Male,21,Travel,30-04-2024,30-04-2025,1027.27,53892.31,C300,NULL,0,Rejected
P301,C301,Female,84,Home,25-04-2024,25-04-2025,796.13,32641.46,C301,NULL,0,Rejected
P302,C302,Male,50,Travel,21-08-2023,21-08-2024,600.66,41731.45,C302,25-05-2024,4867.63,Pending
P303,C303,Female,72,Life,30-09-2023,30-09-2024,865.67,43938.27,C303,26-05-2024,4848.3,Settled
P304,C304,Male,18,Auto,27-01-2024,27-01-2025,910.35,108667.05,C304,NULL,0,Rejected
P305,C305,Female,40,Travel,07-04-2024,07-04-2025,442.9,104673.94,C305,03-04-2025,1379.64,Pending
P306,C306,Male,38,Travel,02-03-2024,02-03-2025,109.13,68903.05,C306,08-04-2024,1316.44,Settled
P307,C307,Female,70,Home,22-08-2023,22-08-2024,878.29,69271.24,C307,19-02-2024,4908.16,Pending
P308,C308,Male,57,Travel,25-04-2024,25-04-2025,955.43,25751.88,C308,NULL,0,Rejected
P309,C309,Female,80,Life,19-08-2023,19-08-2024,356.98,88539.41,C309,27-10-2023,4669.76,Settled
P310,C310,Male,23,Travel,10-11-2023,10-11-2024,174.98,81350.89,C310,NULL,0,Rejected
P311,C311,Female,29,Health,25-06-2024,25-06-2025,961.2,32140.66,C311,NULL,0,Rejected
P312,C312,Male,46,Travel,20-04-2024,20-04-2025,701.94,17255.29,C312,NULL,0,Rejected
P313,C313,Female,23,Life,24-03-2024,24-03-2025,433.52,90711.97,C313,NULL,0,Rejected
P314,C314,Male,32,Health,18-06-2024,18-06-2025,146.57,19278.72,C314,28-01-2025,3789.14,Settled
P315,C315,Female,53,Travel,06-02-2024,06-02-2025,665.96,108561.73,C315,NULL,0,Rejected
P316,C316,Male,87,Travel,21-02-2024,21-02-2025,986.93,16853.31,C316,08-09-2024,2906.22,Settled
P317,C317,Female,80,Health,01-03-2024,01-03-2025,321.27,50718.54,C317,NULL,0,Rejected
P318,C318,Male,70,Travel,20-11-2023,20-11-2024,644.85,16563.21,C318,16-11-2024,1884.73,Pending
P319,C319,Female,67,Auto,04-06-2024,04-06-2025,665.39,30851.07,C319,NULL,0,Rejected
P320,C320,Male,59,Home,07-09-2023,07-09-2024,1026.34,25375.99,C320,14-05-2024,3194.89,Pending
P321,C321,Female,44,Health,18-08-2023,18-08-2024,1002.33,65765.78,C321,02-05-2024,2958.03,Settled
P322,C322,Male,22,Auto,07-03-2024,07-03-2025,241.71,81775.78,C322,NULL,0,Rejected
P323,C323,Female,79,Home,11-12-2023,11-12-2024,207.94,39210.67,C323,23-02-2024,2545.2,Settled
P324,C324,Male,71,Travel,14-12-2023,14-12-2024,712.1,52064.82,C324,NULL,0,Rejected
P325,C325,Female,20,Health,07-12-2023,07-12-2024,237.26,17042.38,C325,22-12-2023,4581.8,Pending
P326,C326,Male,42,Travel,22-12-2023,22-12-2024,791.76,101768.55,C326,NULL,0,Rejected
P327,C327,Female,19,Life,28-10-2023,28-10-2024,1016.49,40582.75,C327,04-06-2024,1695.23,Settled
P328,C328,Male,20,Travel,25-12-2023,25-12-2024,676.86,13253.56,C328,13-07-2024,547.74,Settled
P329,C329,Female,87,Travel,28-12-2023,28-12-2024,273.3,34207.5,C329,17-05-2024,1749.21,Pending
P330,C330,Male,53,Home,03-02-2024,03-02-2025,564.36,67347.82,C330,NULL,0,Rejected
P331,C331,Female,84,Home,16-03-2024,16-03-2025,295.34,32503.73,C331,08-04-2024,1483.9,Settled
P332,C332,Male,65,Life,17-06-2024,17-06-2025,520.25,29020.37,C332,08-11-2024,1544.1,Pending
P333,C333,Female,85,Health,17-03-2024,17-03-2025,1047.3,108633.42,C333,03-05-2024,3751.35,Settled
P334,C334,Male,83,Life,10-09-2023,10-09-2024,963.97,109052.94,C334,04-03-2024,1426.14,Pending
P335,C335,Female,49,Travel,19-09-2023,19-09-2024,482.28,34722.62,C335,NULL,0,Rejected
P336,C336,Male,38,Auto,10-11-2023,10-11-2024,690.92,53770.1,C336,14-03-2024,5031.68,Pending
P337,C337,Female,25,Health,21-12-2023,21-12-2024,614.87,77471.3,C337,16-09-2024,2043.64,Settled
P338,C338,Male,66,Auto,03-11-2023,03-11-2024,102.23,108138.56,C338,NULL,0,Rejected
P339,C339,Female,56,Travel,18-08-2023,18-08-2024,198.9,105734.83,C339,07-02-2024,2700.02,Settled
P340,C340,Male,28,Life,09-04-2024,09-04-2025,836.48,100400.57,C340,04-09-2024,602.97,Settled
P341,C341,Female,60,Health,04-02-2024,04-02-2025,977.55,34993.87,C341,06-11-2024,4337.03,Pending
P342,C342,Male,22,Health,02-11-2023,02-11-2024,583.67,43491.1,C342,17-07-2024,2064.21,Pending
P343,C343,Female,83,Travel,28-07-2023,28-07-2024,279.09,82961.06,C343,NULL,0,Rejected
P344,C344,Male,51,Home,07-09-2023,07-09-2024,287.76,105884.2,C344,17-03-2024,4031.95,Pending
P345,C345,Female,18,Travel,17-03-2024,17-03-2025,871.14,93664.76,C345,NULL,0,Rejected
P346,C346,Male,86,Travel,20-07-2023,20-07-2024,778.37,93589.36,C346,NULL,0,Rejected
P347,C347,Female,21,Home,05-11-2023,05-11-2024,355.65,64251.14,C347,NULL,0,Rejected
P348,C348,Male,81,Travel,15-05-2024,15-05-2025,1010.66,40571.62,C348,26-12-2024,3122.36,Settled
P349,C349,Female,52,Travel,24-04-2024,24-04-2025,813.55,99457.97,C349,NULL,0,Rejected
P350,C350,Male,39,Health,10-05-2024,10-05-2025,591.17,100778.6,C350,NULL,0,Rejected
P351,C351,Female,27,Travel,27-09-2023,27-09-2024,1050.38,76343.56,C351,NULL,0,Rejected
P352,C352,Male,20,Travel,30-03-2024,30-03-2025,643.29,29228.06,C352,NULL,0,Rejected
P353,C353,Female,81,Auto,20-05-2024,20-05-2025,653.39,80121.05,C353,NULL,0,Rejected
P354,C354,Male,50,Travel,09-10-2023,09-10-2024,451.3,38402.62,C354,16-03-2024,2438.9,Pending
P355,C355,Female,31,Travel,01-09-2023,01-09-2024,874.46,39262.9,C355,NULL,0,Rejected
P356,C356,Male,69,Home,25-10-2023,25-10-2024,906.65,109943.88,C356,02-01-2024,1311.04,Settled
P357,C357,Female,20,Life,11-11-2023,11-11-2024,959.95,107262.93,C357,NULL,0,Rejected
P358,C358,Male,68,Travel,28-01-2024,28-01-2025,575.57,56799.77,C358,18-01-2025,2337.36,Pending
P359,C359,Female,39,Life,18-03-2024,18-03-2025,779.09,23299.3,C359,16-03-2025,674.43,Pending
P360,C360,Male,32,Life,13-10-2023,13-10-2024,477.78,41200.27,C360,NULL,0,Rejected
P361,C361,Female,35,Health,17-04-2024,17-04-2025,663.99,102478.96,C361,12-09-2024,821.32,Settled
P362,C362,Male,39,Health,20-05-2024,20-05-2025,1076.87,75859.08,C362,10-06-2024,1647.29,Settled
P363,C363,Female,59,Travel,24-11-2023,24-11-2024,703.06,32868.02,C363,NULL,0,Rejected
P364,C364,Male,73,Home,18-03-2024,18-03-2025,1061.32,57799.02,C364,NULL,0,Rejected
P365,C365,Female,56,Travel,20-06-2024,20-06-2025,797.38,15250.93,C365,NULL,0,Rejected
P366,C366,Male,68,Life,15-09-2023,15-09-2024,951.48,55637.08,C366,30-11-2023,3158.91,Settled
P367,C367,Female,52,Auto,07-04-2024,07-04-2025,1047.45,44159.4,C367,NULL,0,Rejected
P368,C368,Male,59,Travel,24-08-2023,24-08-2024,781.16,29725.06,C368,09-03-2024,2519.86,Settled
P369,C369,Female,51,Travel,04-04-2024,04-04-2025,674.49,31665.65,C369,NULL,0,Rejected
P370,C370,Male,71,Home,18-12-2023,18-12-2024,212.81,40931.65,C370,NULL,0,Rejected
P371,C371,Female,77,Travel,09-02-2024,09-02-2025,740.73,70593.84,C371,15-07-2024,3056.84,Settled
P372,C372,Male,87,Auto,23-03-2024,23-03-2025,818.3,97196.32,C372,31-10-2024,3340.69,Pending
P373,C373,Female,83,Home,28-02-2024,28-02-2025,512.36,93937.01,C373,NULL,0,Rejected
P374,C374,Male,50,Health,18-11-2023,18-11-2024,689.12,29490.11,C374,05-02-2024,2146.1,Settled
P375,C375,Female,54,Travel,14-04-2024,14-04-2025,855.89,41308.29,C375,02-05-2024,4496.03,Settled
P376,C376,Male,45,Life,20-06-2024,20-06-2025,200.77,91030.18,C376,NULL,0,Rejected
P377,C377,Female,71,Life,27-02-2024,27-02-2025,937.33,88494.09,C377,19-02-2025,3312.35,Settled
P378,C378,Male,68,Travel,13-09-2023,13-09-2024,650.33,46218.83,C378,NULL,0,Rejected
P379,C379,Female,69,Auto,31-08-2023,31-08-2024,176.59,27646.87,C379,22-03-2024,4837.26,Settled
P380,C380,Male,21,Health,14-04-2024,14-04-2025,409.15,106349.41,C380,04-05-2024,5327.96,Pending
P381,C381,Female,66,Travel,22-06-2024,22-06-2025,263.43,38865.39,C381,NULL,0,Rejected
P382,C382,Male,39,Auto,22-01-2024,22-01-2025,721.95,11053.61,C382,NULL,0,Rejected
P383,C383,Female,22,Home,03-12-2023,03-12-2024,303.86,32076.17,C383,14-09-2024,3676.99,Pending
P384,C384,Male,46,Auto,24-06-2024,24-06-2025,135.81,100721.44,C384,26-10-2024,762.66,Settled
P385,C385,Female,51,Travel,30-03-2024,30-03-2025,680.33,93881.2,C385,NULL,0,Rejected
P386,C386,Male,37,Travel,05-08-2023,05-08-2024,514.17,58702.13,C386,NULL,0,Rejected
P387,C387,Female,87,Travel,29-07-2023,29-07-2024,901.43,98142.06,C387,NULL,0,Rejected
P388,C388,Male,33,Auto,02-08-2023,02-08-2024,663.29,19280.44,C388,NULL,0,Rejected
P389,C389,Female,60,Travel,25-07-2023,25-07-2024,670.68,35658.54,C389,NULL,0,Rejected
P390,C390,Male,39,Travel,01-10-2023,01-10-2024,439.03,19426.37,C390,NULL,0,Rejected
P391,C391,Female,28,Auto,04-01-2024,04-01-2025,159.89,85204.52,C391,11-05-2024,904.68,Settled
P392,C392,Male,83,Life,20-12-2023,20-12-2024,192.45,41876.57,C392,NULL,0,Rejected
P393,C393,Female,79,Travel,01-02-2024,01-02-2025,255.74,15254.75,C393,08-10-2024,1385.34,Settled
P394,C394,Male,51,Travel,06-10-2023,06-10-2024,824.8,39986.43,C394,28-01-2024,1587.56,Pending
P395,C395,Female,60,Travel,05-08-2023,05-08-2024,605.59,102690.73,C395,NULL,0,Rejected
P396,C396,Male,56,Travel,24-03-2024,24-03-2025,101.19,26168.25,C396,08-01-2025,5465.77,Settled
P397,C397,Female,86,Travel,04-04-2024,04-04-2025,392.41,48424.26,C397,NULL,0,Rejected
P398,C398,Male,87,Life,14-10-2023,14-10-2024,322.35,93512.19,C398,14-01-2024,2019.32,Settled
P399,C399,Female,79,Home,21-01-2024,21-01-2025,106.3,25372.49,C399,21-01-2025,4674.03,Settled
P400,C400,Male,29,Travel,29-11-2023,29-11-2024,1063.78,80003.41,C400,26-03-2024,3300.54,Settled
P401,C401,Female,31,Life,17-02-2024,17-02-2025,238.92,53926.01,C401,NULL,0,Rejected
P402,C402,Male,45,Travel,04-02-2024,04-02-2025,708.16,43271.63,C402,29-08-2024,4558.71,Pending
P403,C403,Female,18,Life,03-08-2023,03-08-2024,132.92,13020.57,C403,NULL,0,Rejected
P404,C404,Male,32,Health,28-01-2024,28-01-2025,911.75,109262.1,C404,NULL,0,Rejected
P405,C405,Female,57,Travel,17-02-2024,17-02-2025,873.48,80420.19,C405,23-11-2024,1563.46,Settled
P406,C406,Male,77,Health,26-06-2024,26-06-2025,825.48,39662.68,C406,NULL,0,Rejected
P407,C407,Female,41,Health,02-03-2024,02-03-2025,262.04,87355.17,C407,30-05-2024,4927.34,Settled
P408,C408,Male,78,Home,22-11-2023,22-11-2024,695.83,30463.91,C408,NULL,0,Rejected
P409,C409,Female,18,Travel,07-11-2023,07-11-2024,153.65,106148.69,C409,NULL,0,Rejected
P410,C410,Male,74,Auto,04-09-2023,04-09-2024,154.84,99237.27,C410,27-02-2024,3270.9,Settled
P411,C411,Female,18,Life,23-09-2023,23-09-2024,778.39,97210.76,C411,NULL,0,Rejected
P412,C412,Male,70,Travel,20-12-2023,20-12-2024,458.64,105953.38,C412,10-04-2024,3034.96,Pending
P413,C413,Female,59,Health,03-07-2024,03-07-2025,995.48,77293.33,C413,19-10-2024,2312.46,Settled
P414,C414,Male,58,Travel,11-10-2023,11-10-2024,1067.12,89126.6,C414,NULL,0,Rejected
P415,C415,Female,74,Travel,28-08-2023,28-08-2024,462.53,82285.85,C415,19-02-2024,4366.07,Settled
P416,C416,Male,48,Travel,15-06-2024,15-06-2025,813.43,35715.07,C416,08-06-2025,1073.1,Pending
P417,C417,Female,19,Life,10-11-2023,10-11-2024,379.81,20258.2,C417,29-08-2024,875.96,Pending
P418,C418,Male,78,Health,09-10-2023,09-10-2024,1010.42,55872.46,C418,NULL,0,Rejected
P419,C419,Female,84,Health,16-10-2023,16-10-2024,677.93,57754.41,C419,06-06-2024,3261.79,Settled
P420,C420,Male,22,Life,21-10-2023,21-10-2024,658.6,26863.3,C420,NULL,0,Rejected
P421,C421,Female,78,Travel,28-07-2023,28-07-2024,369.98,91350.42,C421,18-01-2024,3883.61,Pending
P422,C422,Male,47,Auto,02-05-2024,02-05-2025,908.55,15006.42,C422,NULL,0,Rejected
P423,C423,Female,63,Travel,09-03-2024,09-03-2025,864.43,31446.67,C423,NULL,0,Rejected
P424,C424,Male,65,Travel,24-04-2024,24-04-2025,655.34,93888.12,C424,06-09-2024,707.34,Settled
P425,C425,Female,34,Travel,08-10-2023,08-10-2024,738.95,68356.18,C425,27-08-2024,694.51,Pending
P426,C426,Male,78,Travel,18-02-2024,18-02-2025,382.69,95870.8,C426,02-04-2024,1002.23,Settled
P427,C427,Female,61,Travel,29-02-2024,28-02-2025,795.13,49604.15,C427,03-11-2024,3177.34,Settled
P428,C428,Male,29,Travel,21-11-2023,21-11-2024,1042.27,105929.18,C428,NULL,0,Rejected
P429,C429,Female,44,Travel,11-07-2024,11-07-2025,921.28,97819.19,C429,16-03-2025,2830.57,Settled
P430,C430,Male,19,Auto,15-12-2023,15-12-2024,304.97,99412.81,C430,NULL,0,Rejected
P431,C431,Female,73,Health,12-08-2023,12-08-2024,125.2,49087.43,C431,28-07-2024,4113.29,Settled
P432,C432,Male,63,Travel,10-12-2023,10-12-2024,772.84,72425.56,C432,NULL,0,Rejected
P433,C433,Female,54,Life,21-03-2024,21-03-2025,370.86,77450.28,C433,03-08-2024,4401.78,Settled
P434,C434,Male,21,Health,06-02-2024,06-02-2025,577.69,44297.08,C434,06-12-2024,3664,Pending
P435,C435,Female,79,Travel,18-05-2024,18-05-2025,426.83,98938,C435,NULL,0,Rejected
P436,C436,Male,71,Life,18-09-2023,18-09-2024,1007.57,58486.25,C436,NULL,0,Rejected
P437,C437,Female,74,Home,19-07-2023,19-07-2024,1082.83,60529.69,C437,NULL,0,Rejected
P438,C438,Male,86,Life,09-02-2024,09-02-2025,1013.51,68319.04,C438,12-01-2025,1606.08,Pending
P439,C439,Female,62,Health,26-10-2023,26-10-2024,1026.69,49672.72,C439,NULL,0,Rejected
P440,C440,Male,79,Travel,12-02-2024,12-02-2025,450.75,17822.28,C440,NULL,0,Rejected
P441,C441,Female,20,Health,15-12-2023,15-12-2024,635.84,98970.35,C441,NULL,0,Rejected
P442,C442,Male,58,Home,16-04-2024,16-04-2025,478.74,74267.74,C442,NULL,0,Rejected
P443,C443,Female,25,Travel,04-11-2023,04-11-2024,732.6,97075.91,C443,NULL,0,Rejected
P444,C444,Male,54,Auto,13-12-2023,13-12-2024,255.34,66606.24,C444,19-10-2024,758.83,Pending
P445,C445,Female,45,Home,19-05-2024,19-05-2025,818.65,50364.32,C445,NULL,0,Rejected
P446,C446,Male,67,Health,14-01-2024,14-01-2025,757.74,36002.67,C446,NULL,0,Rejected
P447,C447,Female,79,Auto,21-02-2024,21-02-2025,228.6,49598.63,C447,20-06-2024,2046.49,Settled
P448,C448,Male,31,Travel,05-08-2023,05-08-2024,296.96,85726.94,C448,06-03-2024,4478.78,Pending
P449,C449,Female,32,Auto,11-01-2024,11-01-2025,173.33,66969.47,C449,29-06-2024,2982.11,Settled
P450,C450,Male,40,Travel,03-05-2024,03-05-2025,804.09,79624.31,C450,25-05-2024,4568.47,Settled
P451,C451,Female,39,Health,16-10-2023,16-10-2024,357.55,56058.76,C451,25-09-2024,1389.2,Pending
P452,C452,Male,71,Health,23-09-2023,23-09-2024,765.69,64642.86,C452,24-10-2023,4144.24,Pending
P453,C453,Female,85,Travel,06-10-2023,06-10-2024,263.83,86486.34,C453,NULL,0,Rejected
P454,C454,Male,54,Health,03-01-2024,03-01-2025,384.45,35273.88,C454,02-04-2024,2329.47,Settled
P455,C455,Female,72,Auto,17-01-2024,17-01-2025,191.68,98738.27,C455,NULL,0,Rejected
P456,C456,Male,29,Home,22-04-2024,22-04-2025,720.55,87089.83,C456,07-10-2024,1569.35,Settled
P457,C457,Female,52,Life,18-03-2024,18-03-2025,472.63,94452.1,C457,03-08-2024,4422.9,Pending
P458,C458,Male,81,Travel,21-01-2024,21-01-2025,690.64,51765.12,C458,25-06-2024,5046.58,Settled
P459,C459,Female,20,Home,24-02-2024,24-02-2025,295.83,68247.78,C459,12-03-2024,916.14,Settled
P460,C460,Male,72,Life,29-10-2023,29-10-2024,1092.16,95471.52,C460,28-11-2023,4081.21,Settled
P461,C461,Female,45,Travel,27-08-2023,27-08-2024,763.58,22548.24,C461,NULL,0,Rejected
P462,C462,Male,25,Auto,14-05-2024,14-05-2025,170.31,32392.79,C462,13-04-2025,4854.37,Settled
P463,C463,Female,86,Travel,12-10-2023,12-10-2024,771.05,82101.61,C463,08-03-2024,1915.22,Pending
P464,C464,Male,65,Auto,16-12-2023,16-12-2024,205.17,34769.14,C464,09-10-2024,3223.02,Settled
P465,C465,Female,30,Auto,21-03-2024,21-03-2025,637.76,46305.76,C465,NULL,0,Rejected
P466,C466,Male,39,Travel,21-02-2024,21-02-2025,392.83,63363.85,C466,NULL,0,Rejected
P467,C467,Female,31,Life,24-05-2024,24-05-2025,108.23,17328.18,C467,23-05-2025,3256.03,Pending
P468,C468,Male,23,Travel,29-01-2024,29-01-2025,126.19,56136.45,C468,13-10-2024,2397.12,Pending
P469,C469,Female,26,Health,28-02-2024,28-02-2025,985.28,56353.16,C469,03-04-2024,720.51,Settled
P470,C470,Male,80,Auto,24-06-2024,24-06-2025,655.65,16164.48,C470,22-01-2025,3767.02,Settled
P471,C471,Female,38,Health,07-04-2024,07-04-2025,1051.92,103012.29,C471,09-10-2024,3153.13,Pending
P472,C472,Male,54,Auto,12-05-2024,12-05-2025,245.07,92737.01,C472,NULL,0,Rejected
P473,C473,Female,35,Auto,08-08-2023,08-08-2024,325,21249.8,C473,19-10-2023,5233.88,Pending
P474,C474,Male,36,Travel,24-03-2024,24-03-2025,872.74,68015.64,C474,28-05-2024,1917.74,Pending
P475,C475,Female,62,Home,08-11-2023,08-11-2024,1078.56,60482.48,C475,NULL,0,Rejected
P476,C476,Male,47,Health,01-04-2024,01-04-2025,500.46,72104.55,C476,NULL,0,Rejected
P477,C477,Female,25,Travel,09-03-2024,09-03-2025,662.84,36268.27,C477,17-04-2024,4670.68,Pending
P478,C478,Male,64,Travel,30-12-2023,30-12-2024,226.6,65143.43,C478,29-12-2024,1886.87,Pending
P479,C479,Female,36,Travel,27-06-2024,27-06-2025,675.72,73883.95,C479,NULL,0,Rejected
P480,C480,Male,19,Life,25-09-2023,25-09-2024,267.57,79146.44,C480,08-11-2023,922.16,Pending
P481,C481,Female,32,Travel,23-01-2024,23-01-2025,281.16,35328.17,C481,NULL,0,Rejected
P482,C482,Male,68,Travel,17-06-2024,17-06-2025,277.53,45996.02,C482,05-01-2025,4459.76,Settled
P483,C483,Female,74,Travel,24-11-2023,24-11-2024,287.96,39730.17,C483,NULL,0,Rejected
P484,C484,Male,43,Life,26-08-2023,26-08-2024,773.52,35011.03,C484,NULL,0,Rejected
P485,C485,Female,66,Life,08-03-2024,08-03-2025,971.35,98892.23,C485,04-04-2024,5073.17,Pending
P486,C486,Male,42,Travel,06-08-2023,06-08-2024,252.13,51697.95,C486,NULL,0,Rejected
P487,C487,Female,44,Life,14-12-2023,14-12-2024,876.8,16399.94,C487,NULL,0,Rejected
P488,C488,Male,69,Health,14-02-2024,14-02-2025,742.55,66814.02,C488,01-07-2024,5390.61,Settled
P489,C489,Female,75,Home,13-02-2024,13-02-2025,199.69,51220.11,C489,23-07-2024,2138.65,Settled
P490,C490,Male,50,Health,06-11-2023,06-11-2024,684.78,82082.71,C490,NULL,0,Rejected
P491,C491,Female,56,Health,02-04-2024,02-04-2025,481.34,21308.14,C491,02-10-2024,4394.19,Pending
P492,C492,Male,29,Auto,04-08-2023,04-08-2024,969.47,55120.42,C492,31-10-2023,3541.93,Settled
P493,C493,Female,43,Home,14-05-2024,14-05-2025,212.29,39651.44,C493,11-04-2025,3079.16,Pending
P494,C494,Male,46,Life,15-02-2024,15-02-2025,545.55,109559.29,C494,NULL,0,Rejected
P495,C495,Female,62,Travel,05-08-2023,05-08-2024,109.7,85907.76,C495,NULL,0,Rejected
P496,C496,Male,18,Travel,14-05-2024,14-05-2025,690.01,51469.77,C496,23-06-2024,2097.34,Settled
P497,C497,Female,84,Health,16-07-2023,16-07-2024,698.04,47841.15,C497,15-07-2024,3783.89,Settled
